date,cloud_cover_in_country,cloud_cover_in_east_of_country,fires_per_day,war_fires_per_day,fires_per_day_in_ukraine_held_area,war_fires_per_day_in_ukraine_held_area,fires_per_day_in_russia_held_area,war_fires_per_day_in_russia_held_area,extreme_heat,fires_per_day_non_cloud_days_7dma,fires_per_day_7dma,war_fires_per_day_non_cloud_days_7dma,war_fires_per_day_7dma,fires_per_day_in_ukraine_held_area_non_cloud_days_7dma,fires_per_day_in_ukraine_held_area_7dma,war_fires_per_day_in_ukraine_held_area_non_cloud_days_7dma,war_fires_per_day_in_ukraine_held_area_7dma,fires_per_day_in_russia_held_area_non_cloud_days_7dma,fires_per_day_in_russia_held_area_7dma,war_fires_per_day_in_russia_held_area_non_cloud_days_7dma,war_fires_per_day_in_russia_held_area_7dma,extreme_heat_non_cloud_days_7dma,extreme_heat_7dma
2023-03-31,0.76,0.643,86,10,69,10,17,0,FALSE,NA,34,NA,5.714285714285714,NA,23.428571428571427,NA,4.571428571428571,NA,10.571428571428571,NA,1.1428571428571428,NA,0
2023-03-30,0.576,0.736,42,8,41,8,1,0,FALSE,49,40.42857142857143,4,6.285714285714286,45,29.285714285714285,4,5.142857142857143,4,11.142857142857142,0,1.1428571428571428,0,0
2023-03-29,0.932,0.997,9,0,8,0,1,0,FALSE,49,57.42857142857143,4,18.571428571428573,45,36,4,9.285714285714286,4,21.428571428571427,0,9.285714285714286,0,0
2023-03-28,0.928,0.969,55,18,32,10,23,8,FALSE,49,126.71428571428571,4,47.857142857142854,45,65.42857142857143,4,16.142857142857142,4,61.285714285714285,0,31.714285714285715,0,0
2023-03-27,0.542,0.389,49,4,45,4,4,0,FALSE,49,187,4,70.71428571428571,45,94,4,22.857142857142858,4,93,0,47.857142857142854,0,0
2023-03-26,0.886,0.914,137,87,52,30,85,57,FALSE,374,280.85714285714283,108,99.85714285714286,228.5,147,39.5,32.42857142857143,145.5,133.85714285714286,68.5,67.42857142857143,0,0
2023-03-25,0.753,0.682,509,208,211,51,298,157,FALSE,374,329.42857142857144,108,112.85714285714286,228.5,177.57142857142858,39.5,39.142857142857146,145.5,151.85714285714286,68.5,73.71428571428571,0,0
2023-03-24,0.704,0.656,508,170,269,57,239,113,FALSE,374,358.85714285714283,108,119.85714285714286,228.5,205.71428571428572,39.5,47.285714285714285,145.5,153.14285714285714,68.5,72.57142857142857,0,0
2023-03-23,0.453,0.375,699,212,412,75,287,137,FALSE,699,385.57142857142856,212,124.14285714285714,412,219.42857142857142,75,47.285714285714285,287,166.14285714285714,137,76.85714285714286,0,0
2023-03-22,0.602,0.552,349,91,222,47,127,44,FALSE,699,392,212,114.14285714285714,412,237.57142857142858,75,45.42857142857143,287,154.42857142857142,137,68.71428571428571,0,0
2023-03-21,0.626,0.519,261,67,229,67,32,0,FALSE,699,333.57142857142856,212,88.14285714285714,412,221.28571428571428,75,41.857142857142854,287,112.28571428571429,137,46.285714285714285,0,0
2023-03-20,0.724,0.603,236,34,141,4,95,30,FALSE,699,273.14285714285717,212,63.857142857142854,412,194.42857142857142,75,33.714285714285715,287,78.71428571428571,137,30.142857142857142,0,0
2023-03-19,0.717,0.821,182,17,179,17,3,0,FALSE,NA,174.57142857142858,NA,33.714285714285715,NA,136.14285714285714,NA,23,NA,38.42857142857143,NA,10.714285714285714,NA,0
2023-03-18,0.787,0.887,100,26,97,26,3,0,FALSE,NA,138.71428571428572,NA,21.857142857142858,NA,117.28571428571429,NA,17.428571428571427,NA,21.428571428571427,NA,4.428571428571429,NA,0
2023-03-17,0.731,0.974,85,0,81,0,4,0,FALSE,438,164,128,30.571428571428573,220,116,37,13.142857142857142,218,48,91,17.428571428571427,0,0
2023-03-16,0.931,0.913,9,1,4,0,5,1,FALSE,305.5,155,83,31.142857142857142,152,107.85714285714286,26,14.714285714285714,153.5,47.142857142857146,57,16.428571428571427,0,0
2023-03-15,0.779,0.766,98,8,90,8,8,0,FALSE,305.5,136.85714285714286,83,29.428571428571427,152,88.71428571428571,26,12.571428571428571,153.5,48.142857142857146,57,16.857142857142858,0,0
2023-03-14,0.275,0.096,438,128,220,37,218,91,FALSE,305.5,123.71428571428571,83,25.714285714285715,152,75.85714285714286,26,8.857142857142858,153.5,47.857142857142854,57,16.857142857142858,0,0
2023-03-13,0.354,0.157,173,38,84,15,89,23,FALSE,305.5,141.57142857142858,83,31.142857142857142,152,84.28571428571429,26,11.142857142857142,153.5,57.285714285714285,57,20,0,0
2023-03-12,0.823,0.98,55,5,45,2,10,3,FALSE,305.5,173.57142857142858,83,38.857142857142854,152,103.28571428571429,26,15.285714285714286,153.5,70.28571428571429,57,23.571428571428573,0,0
2023-03-11,0.971,0.978,8,0,7,0,1,0,FALSE,305.5,172.71428571428572,83,40.57142857142857,152,94.28571428571429,26,14.571428571428571,153.5,78.42857142857143,57,26,0,0
2023-03-10,0.641,0.697,210,38,140,16,70,22,FALSE,173,117.42857142857143,38,22.714285714285715,84,66.28571428571429,15,9.428571428571429,89,51.142857142857146,23,13.285714285714286,0,0
2023-03-09,0.642,0.576,233,55,137,29,96,26,FALSE,NA,104,NA,19.857142857142858,NA,56.57142857142857,NA,7.857142857142857,NA,47.42857142857143,NA,12,NA,0
2023-03-08,0.859,0.809,92,20,27,3,65,17,FALSE,NA,122.85714285714286,NA,22.857142857142858,NA,69.14285714285714,NA,9.857142857142858,NA,53.714285714285715,NA,13,NA,0
2023-03-07,0.876,0.869,51,3,24,1,27,2,FALSE,NA,143,NA,24.285714285714285,NA,80.71428571428571,NA,10.571428571428571,NA,62.285714285714285,NA,13.714285714285714,NA,0
2023-03-06,0.79,0.673,79,18,16,4,63,14,FALSE,NA,118.57142857142857,NA,19,NA,64.57142857142857,NA,8.428571428571429,NA,54,NA,10.571428571428571,NA,0
2023-03-05,0.485,0.525,187,26,133,16,54,10,FALSE,78,96.42857142857143,3,11.571428571428571,58,53.285714285714285,1,4.428571428571429,20,43.142857142857146,2,7.142857142857143,0,0
2023-03-04,0.603,0.548,149,10,88,5,61,5,FALSE,78,88.85714285714286,3,8.857142857142858,58,53.142857142857146,1,4,20,35.714285714285715,2,4.857142857142857,0,0
2023-03-03,0.702,0.641,39,1,27,1,12,0,FALSE,78,84.14285714285714,3,8.428571428571429,58,51.857142857142854,1,3.857142857142857,20,32.285714285714285,2,4.571428571428571,0,0
2023-03-02,0.439,0.412,78,3,58,1,20,2,FALSE,78,85,3,6.833333333333333,58,57.833333333333336,1,3.8333333333333335,20,27.166666666666668,2,3,0,0
2023-03-01,0.518,0.528,39,1,26,0,13,1,FALSE,78,64.6,3,3,58,42.8,1,1.4,20,21.8,2,1.6,0,0
2023-02-28,0.871,0.961,18,0,15,0,3,0,FALSE,78,35.6,3,1,58,25.8,1,0.4,20,9.8,2,0.6,0,0
2023-02-27,0.991,0.986,NA,NA,NA,NA,NA,NA,FALSE,78,29.4,3,0.8,58,21.6,1,0.2,20,7.8,2,0.6,0,0
2023-02-26,0.998,0.997,NA,NA,NA,NA,NA,NA,FALSE,18,17.4,0,0.2,10,12,0,0,8,5.4,0,0.2,0,0
2023-02-25,0.827,0.84,4,0,3,0,1,0,FALSE,18,13.4,0,0,10,10.2,0,0,8,3.2,0,0,0,0
2023-02-24,0.859,0.783,8,0,6,0,2,0,FALSE,18,14.4,0,0,10,11.8,0,0,8,2.6,0,0,0,0
2023-02-23,0.288,0.175,18,0,10,0,8,0,FALSE,18,18.166666666666668,0,0,10,16,0,0,8,2.1666666666666665,0,0,0,0
2023-02-22,0.746,0.642,19,0,17,0,2,0,FALSE,18,16,0,0,10,13.714285714285714,0,0,8,2.2857142857142856,0,0,0,0
2023-02-21,0.875,0.88,23,0,23,0,0,0,FALSE,18,16.428571428571427,0,0,10,14.285714285714286,0,0,8,2.142857142857143,0,0,0,0
2023-02-20,0.566,0.528,37,0,37,0,0,0,FALSE,18,19.142857142857142,0,0,10,15.285714285714286,0,0,8,3.857142857142857,0,0,0,0
2023-02-19,0.749,0.624,3,0,0,0,3,0,FALSE,NA,19.285714285714285,NA,0,NA,16.428571428571427,NA,0,NA,2.857142857142857,NA,0,NA,0
2023-02-18,0.879,0.954,7,0,7,0,0,0,FALSE,NA,18.285714285714285,NA,0,NA,15.714285714285714,NA,0,NA,2.5714285714285716,NA,0,NA,0
2023-02-17,0.837,0.794,27,0,13,0,14,0,FALSE,NA,15.571428571428571,NA,0,NA,12.857142857142858,NA,0,NA,2.7142857142857144,NA,0,NA,0
2023-02-16,0.59,0.608,19,0,18,0,1,0,FALSE,NA,13,NA,0,NA,9.142857142857142,NA,0,NA,3.857142857142857,NA,0,NA,0
2023-02-15,0.686,0.822,12,0,12,0,0,0,FALSE,NA,16.714285714285715,NA,0,NA,13,NA,0,NA,3.7142857142857144,NA,0,NA,0
2023-02-14,0.947,0.944,4,0,3,0,1,0,FALSE,NA,19.285714285714285,NA,0,NA,12.714285714285714,NA,0,NA,6.571428571428571,NA,0,NA,0
2023-02-13,0.642,0.572,19,0,11,0,8,0,FALSE,14,17.428571428571427,0,0,13,12.714285714285714,0,0,1,4.714285714285714,0,0,0,0
2023-02-12,0.685,0.871,29,0,27,0,2,0,FALSE,14,16.714285714285715,0,0,13,11.571428571428571,0,0,1,5.142857142857143,0,0,0,0
2023-02-11,0.731,0.613,25,0,5,0,20,0,FALSE,22,19.285714285714285,0,0,16.5,12.714285714285714,0,0,5.5,6.571428571428571,0,0,0,0
2023-02-10,0.444,0.387,14,0,13,0,1,0,FALSE,22,21.833333333333332,0,0,16.5,14.333333333333334,0,0,5.5,7.5,0,0,0,0
2023-02-09,0.544,0.516,14,0,10,0,4,0,FALSE,22,22.4,0,0,16.5,15,0,0,5.5,7.4,0,0,0,0
2023-02-08,0.44,0.434,30,0,20,0,10,0,FALSE,22,20.75,0,0,16.5,12,0,0,5.5,8.75,0,0,0,0
2023-02-07,0.842,0.779,NA,NA,NA,NA,NA,NA,FALSE,22,19.333333333333332,0,0,16.5,14.333333333333334,0,0,5.5,5,0,0,0,0
2023-02-06,0.848,0.828,NA,NA,NA,NA,NA,NA,FALSE,30,17,0,0,20,10,0,0,10,7,0,0,0,0
2023-02-05,0.95,0.963,NA,NA,NA,NA,NA,NA,FALSE,30,14.333333333333334,0,0,20,7.666666666666667,0,0,10,6.666666666666667,0,0,0,0
2023-02-04,0.906,0.876,NA,NA,NA,NA,NA,NA,FALSE,NA,6.5,NA,0,NA,1.5,NA,0,NA,5,NA,0,NA,0
2023-02-03,0.867,0.821,7,0,0,0,7,0,FALSE,NA,6.5,NA,0,NA,1.5,NA,0,NA,5,NA,0,NA,0
2023-02-02,0.913,0.923,6,0,3,0,3,0,FALSE,NA,4.666666666666667,NA,0,NA,1.3333333333333333,NA,0,NA,3.3333333333333335,NA,0,NA,0
2023-02-01,0.907,0.87,NA,NA,NA,NA,NA,NA,FALSE,NA,4.666666666666667,NA,0,NA,1.3333333333333333,NA,0,NA,3.3333333333333335,NA,0,NA,0
2023-01-31,0.981,0.973,NA,NA,NA,NA,NA,NA,FALSE,NA,4.5,NA,0,NA,2,NA,0,NA,2.5,NA,0,NA,0
2023-01-30,0.925,0.923,1,0,1,0,0,0,FALSE,NA,8,NA,0,NA,6.25,NA,0,NA,1.75,NA,0,NA,0
2023-01-29,0.984,0.975,NA,NA,NA,NA,NA,NA,FALSE,NA,11.25,NA,0,NA,9.5,NA,0,NA,1.75,NA,0,NA,0
2023-01-28,0.833,0.788,4,0,4,0,0,0,FALSE,NA,11.8,NA,0,NA,8,NA,0,NA,3.8,NA,0,NA,0
2023-01-27,0.793,0.677,21,0,17,0,4,0,FALSE,NA,12.166666666666666,NA,0,NA,8.166666666666666,NA,0,NA,4,NA,0,NA,0
2023-01-26,0.768,0.637,19,0,16,0,3,0,FALSE,NA,13.5,NA,0,NA,9.166666666666666,NA,0,NA,4.333333333333333,NA,0,NA,0
2023-01-25,0.796,0.691,14,0,2,0,12,0,FALSE,NA,12.428571428571429,NA,0,NA,7.857142857142857,NA,0,NA,4.571428571428571,NA,0,NA,0
2023-01-24,0.827,0.774,14,0,9,0,5,0,FALSE,NA,13.285714285714286,NA,0,NA,8.285714285714286,NA,0,NA,5,NA,0,NA,0
2023-01-23,0.869,0.839,9,0,7,0,2,0,FALSE,NA,12,NA,0,NA,6.285714285714286,NA,0,NA,5.714285714285714,NA,0,NA,0
2023-01-22,0.972,0.959,6,0,0,0,6,0,FALSE,NA,12.428571428571429,NA,0.5714285714285714,NA,6.142857142857143,NA,0.14285714285714285,NA,6.285714285714286,NA,0.42857142857142855,NA,0
2023-01-21,0.83,0.799,10,0,7,0,3,0,FALSE,NA,12.285714285714286,NA,1.5714285714285714,NA,6.714285714285714,NA,0.14285714285714285,NA,5.571428571428571,NA,1.4285714285714286,NA,0
2023-01-20,0.752,0.628,12,0,3,0,9,0,FALSE,NA,12.571428571428571,NA,2.5714285714285716,NA,7,NA,0.7142857142857143,NA,5.571428571428571,NA,1.8571428571428572,NA,0
2023-01-19,0.796,0.772,22,4,15,1,7,3,FALSE,NA,11.857142857142858,NA,2.5714285714285716,NA,6.428571428571429,NA,0.7142857142857143,NA,5.428571428571429,NA,1.8571428571428572,NA,0
2023-01-18,0.958,0.96,13,7,6,0,7,7,FALSE,NA,12.833333333333334,NA,3,NA,7.5,NA,0.8333333333333334,NA,5.333333333333333,NA,2.1666666666666665,NA,0
2023-01-17,0.972,0.972,16,7,11,4,5,3,FALSE,NA,13.4,NA,3.6,NA,7.6,NA,1,NA,5.8,NA,2.6,NA,0
2023-01-16,0.987,0.98,4,0,3,0,1,0,FALSE,NA,13.75,NA,4.5,NA,8.75,NA,1.25,NA,5,NA,3.25,NA,0
2023-01-15,0.944,0.947,NA,NA,NA,NA,NA,NA,FALSE,NA,11,NA,4.666666666666667,NA,6.666666666666667,NA,1.3333333333333333,NA,4.333333333333333,NA,3.3333333333333335,NA,0
2023-01-14,0.991,0.998,NA,NA,NA,NA,NA,NA,FALSE,NA,8.666666666666666,NA,2.3333333333333335,NA,6.333333333333333,NA,1.3333333333333333,NA,2.3333333333333335,NA,1,NA,0
2023-01-13,0.911,0.969,NA,NA,NA,NA,NA,NA,FALSE,NA,5,NA,0.6666666666666666,NA,3.6666666666666665,NA,0,NA,1.3333333333333333,NA,0.6666666666666666,NA,0
2023-01-12,0.973,0.987,NA,NA,NA,NA,NA,NA,FALSE,NA,4,NA,0.6666666666666666,NA,2.6666666666666665,NA,0,NA,1.3333333333333333,NA,0.6666666666666666,NA,0
2023-01-11,0.73,0.629,6,0,5,0,1,0,FALSE,NA,4.25,NA,1,NA,2.75,NA,0,NA,1.5,NA,1,NA,0
2023-01-10,0.843,0.755,5,2,3,0,2,2,FALSE,NA,4.4,NA,1,NA,2.8,NA,0,NA,1.6,NA,1,NA,0
2023-01-09,0.852,0.771,1,0,0,0,1,0,FALSE,NA,4.833333333333333,NA,1,NA,3.1666666666666665,NA,0,NA,1.6666666666666667,NA,1,NA,0
2023-01-08,0.753,0.614,5,2,3,0,2,2,FALSE,NA,4.571428571428571,NA,0.8571428571428571,NA,3,NA,0,NA,1.5714285714285714,NA,0.8571428571428571,NA,0
2023-01-07,0.808,0.718,5,1,3,0,2,1,FALSE,NA,4,NA,0.8571428571428571,NA,2.4285714285714284,NA,0,NA,1.5714285714285714,NA,0.8571428571428571,NA,0
2023-01-06,0.973,0.973,7,1,5,0,2,1,FALSE,NA,4.714285714285714,NA,0.7142857142857143,NA,2.5714285714285716,NA,0,NA,2.142857142857143,NA,0.7142857142857143,NA,0
2023-01-05,0.988,0.988,3,0,2,0,1,0,FALSE,NA,7.285714285714286,NA,1.7142857142857142,NA,4,NA,0,NA,3.2857142857142856,NA,1.7142857142857142,NA,0
2023-01-04,0.573,0.633,2,0,1,0,1,0,FALSE,NA,9.285714285714286,NA,1.7142857142857142,NA,5,NA,0,NA,4.285714285714286,NA,1.7142857142857142,NA,0
2023-01-03,0.603,0.63,10,1,4,0,6,1,FALSE,NA,9.857142857142858,NA,1.5714285714285714,NA,5.714285714285714,NA,0,NA,4.142857142857143,NA,1.5714285714285714,NA,0
2023-01-02,0.762,0.803,19,7,10,0,9,7,FALSE,NA,9.142857142857142,NA,1.4285714285714286,NA,5,NA,0,NA,4.142857142857143,NA,1.4285714285714286,NA,0
2023-01-01,0.991,0.991,19,2,10,0,9,2,FALSE,NA,9.857142857142858,NA,1.4285714285714286,NA,5.714285714285714,NA,0,NA,4.142857142857143,NA,1.4285714285714286,NA,0
2022-12-31,0.745,0.705,9,0,8,0,1,0,FALSE,NA,10.285714285714286,NA,1.4285714285714286,NA,6.285714285714286,NA,0,NA,4,NA,1.4285714285714286,NA,0
2022-12-30,0.773,0.814,2,0,0,0,2,0,FALSE,NA,10.333333333333334,NA,1.5,NA,6.666666666666667,NA,0,NA,3.6666666666666665,NA,1.5,NA,0
2022-12-29,0.648,0.515,8,0,7,0,1,0,FALSE,NA,8.6,NA,0.4,NA,6,NA,0,NA,2.6,NA,0.4,NA,0
2022-12-28,0.579,0.732,5,0,5,0,0,0,FALSE,NA,5,NA,0,NA,4.2,NA,0,NA,0.8,NA,0,NA,0
2022-12-27,0.961,0.979,NA,NA,NA,NA,NA,NA,FALSE,NA,4,NA,0,NA,3.25,NA,0,NA,0.75,NA,0,NA,0
2022-12-26,0.979,0.972,NA,NA,NA,NA,NA,NA,FALSE,NA,4.666666666666667,NA,0,NA,4.333333333333333,NA,0,NA,0.3333333333333333,NA,0,NA,0
2022-12-25,0.986,0.989,1,0,1,0,0,0,FALSE,NA,3,NA,0,NA,2,NA,0,NA,1,NA,0,NA,0
2022-12-24,0.965,0.987,NA,NA,NA,NA,NA,NA,FALSE,NA,2.3333333333333335,NA,0,NA,1.3333333333333333,NA,0,NA,1,NA,0,NA,0
2022-12-23,0.819,0.918,NA,NA,NA,NA,NA,NA,FALSE,NA,6,NA,0,NA,4.25,NA,0,NA,1.75,NA,0,NA,0
2022-12-22,0.883,0.825,3,0,0,0,3,0,FALSE,NA,5,NA,0,NA,3.6,NA,0,NA,1.4,NA,0,NA,0
2022-12-21,0.846,0.836,3,0,3,0,0,0,FALSE,NA,6,NA,0,NA,4.25,NA,0,NA,1.75,NA,0,NA,0
2022-12-20,0.698,0.562,17,0,13,0,4,0,FALSE,NA,5.4,NA,0,NA,3.4,NA,0,NA,2,NA,0,NA,0
2022-12-19,0.796,0.716,1,0,1,0,0,0,FALSE,NA,4.666666666666667,NA,0,NA,2.8333333333333335,NA,0,NA,1.8333333333333333,NA,0,NA,0
2022-12-18,0.954,0.981,NA,NA,NA,NA,NA,NA,FALSE,NA,4.666666666666667,NA,0,NA,2.8333333333333335,NA,0,NA,1.8333333333333333,NA,0,NA,0
2022-12-17,0.955,0.953,3,0,0,0,3,0,FALSE,NA,4.666666666666667,NA,0,NA,2.8333333333333335,NA,0,NA,1.8333333333333333,NA,0,NA,0
2022-12-16,0.995,0.992,1,0,0,0,1,0,FALSE,NA,2.2,NA,0,NA,0.8,NA,0,NA,1.4,NA,0,NA,0
2022-12-15,0.936,0.906,3,0,0,0,3,0,FALSE,NA,2.5,NA,0,NA,0.75,NA,0,NA,1.75,NA,0,NA,0
2022-12-14,0.723,0.688,3,0,3,0,0,0,FALSE,NA,3,NA,0,NA,0.6,NA,0,NA,2.4,NA,0,NA,0
2022-12-13,0.942,0.975,NA,NA,NA,NA,NA,NA,FALSE,NA,3,NA,0,NA,0.75,NA,0,NA,2.25,NA,0,NA,0
2022-12-12,0.979,0.998,NA,NA,NA,NA,NA,NA,FALSE,NA,3.6666666666666665,NA,0,NA,1,NA,0,NA,2.6666666666666665,NA,0,NA,0
2022-12-11,0.991,0.986,5,0,0,0,5,0,FALSE,NA,4,NA,0,NA,1.5,NA,0,NA,2.5,NA,0,NA,0
2022-12-10,0.994,0.992,NA,NA,NA,NA,NA,NA,FALSE,NA,5,NA,0,NA,1,NA,0,NA,4,NA,0,NA,0
2022-12-09,0.938,0.993,NA,NA,NA,NA,NA,NA,FALSE,47,19,0,0,19,7,0,0,28,12,0,0,0,0
2022-12-08,0.884,0.942,NA,NA,NA,NA,NA,NA,FALSE,47,19.25,0,0,19,8.5,0,0,28,10.75,0,0,0,0
2022-12-07,0.911,0.866,5,0,2,0,3,0,FALSE,33.5,23,0,0,12.5,10,0,0,21,13,0,0,0,0
2022-12-06,0.571,0.38,47,0,19,0,28,0,FALSE,33.5,21.8,0,0,12.5,10.2,0,0,21,11.6,0,0,0,0
2022-12-05,0.681,0.528,20,0,13,0,7,0,FALSE,33.5,22.333333333333332,0,1.6666666666666667,12.5,11.166666666666666,0,1.6666666666666667,21,11.166666666666666,0,0,0,0
2022-12-04,0.625,0.442,20,0,6,0,14,0,FALSE,33.5,21.285714285714285,0,1.4285714285714286,12.5,10.285714285714286,0,1.4285714285714286,21,11,0,0,0,0
2022-12-03,0.925,0.882,17,0,11,0,6,0,FALSE,33.5,21,0,1.4285714285714286,12.5,10.428571428571429,0,1.4285714285714286,21,10.571428571428571,0,0,0,0
2022-12-02,0.949,0.95,25,10,16,10,9,0,FALSE,20,15.428571428571429,0,1.4285714285714286,6,7.857142857142857,0,1.4285714285714286,14,7.571428571428571,0,0,0,0
2022-12-01,0.866,0.856,15,0,5,0,10,0,FALSE,20,14.666666666666666,0,1.6666666666666667,6,7,0,1.6666666666666667,14,7.666666666666667,0,0,0,0
2022-11-30,0.926,0.89,3,0,3,0,0,0,FALSE,NA,13.6,NA,2,NA,7.2,NA,2,NA,6.4,NA,0,NA,0
2022-11-29,0.837,0.81,8,0,1,0,7,0,FALSE,NA,12.75,NA,2.5,NA,6.25,NA,2.5,NA,6.5,NA,0,NA,0
2022-11-28,0.982,0.999,NA,NA,NA,NA,NA,NA,FALSE,NA,8.666666666666666,NA,0,NA,3,NA,0,NA,5.666666666666667,NA,0,NA,0
2022-11-27,0.99,0.999,NA,NA,NA,NA,NA,NA,FALSE,NA,4.333333333333333,NA,0,NA,1.3333333333333333,NA,0,NA,3,NA,0,NA,0
2022-11-26,0.994,1,NA,NA,NA,NA,NA,NA,FALSE,NA,3.6666666666666665,NA,0,NA,0.6666666666666666,NA,0,NA,3,NA,0,NA,0
2022-11-25,0.986,1,NA,NA,NA,NA,NA,NA,FALSE,NA,1.5,NA,0,NA,0.5,NA,0,NA,1,NA,0,NA,0
2022-11-24,0.97,0.99,2,0,0,0,2,0,FALSE,NA,1.5,NA,0,NA,0.5,NA,0,NA,1,NA,0,NA,0
2022-11-23,0.947,0.924,1,0,1,0,0,0,FALSE,NA,1.5,NA,0,NA,0.5,NA,0,NA,1,NA,0,NA,0
2022-11-22,0.904,0.986,NA,NA,NA,NA,NA,NA,FALSE,NA,1.5,NA,0,NA,0.5,NA,0,NA,1,NA,0,NA,0
2022-11-21,0.962,0.94,NA,NA,NA,NA,NA,NA,FALSE,NA,1.5,NA,0,NA,0.5,NA,0,NA,1,NA,0,NA,0
2022-11-20,0.985,0.979,NA,NA,NA,NA,NA,NA,FALSE,NA,1,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0
2022-11-19,0.909,0.907,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2022-11-18,0.967,0.949,NA,NA,NA,NA,NA,NA,FALSE,18,18,0,0,4,4,0,0,14,14,0,0,0,0
2022-11-17,0.997,0.995,NA,NA,NA,NA,NA,NA,FALSE,29,29,0,0,15,15,0,0,14,14,0,0,0,0
2022-11-16,0.994,0.99,NA,NA,NA,NA,NA,NA,FALSE,29,40,0,2,15,27,0,2,14,13,0,0,0,0
2022-11-15,0.603,0.471,18,0,4,0,14,0,FALSE,29,32.25,0,1.5,15,22,0,1.5,14,10.25,0,0,0,0
2022-11-14,0.457,0.218,40,0,26,0,14,0,FALSE,29,26.2,0,1.2,15,18,0,1.2,14,8.2,0,0,0,0
2022-11-13,0.737,0.694,62,6,51,6,11,0,FALSE,29,24.666666666666668,0,1,15,17.833333333333332,0,1,14,6.833333333333333,0,0,0,0
2022-11-12,0.629,0.697,9,0,7,0,2,0,FALSE,29,24.428571428571427,0,0.8571428571428571,15,17.857142857142858,0,0.8571428571428571,14,6.571428571428571,0,0,0,0
2022-11-11,0.916,0.925,2,0,2,0,0,0,FALSE,40,27.285714285714285,0,0.8571428571428571,26,21.428571428571427,0,0.8571428571428571,14,5.857142857142857,0,0,0,0
2022-11-10,0.821,0.763,17,0,17,0,0,0,FALSE,NA,25.142857142857142,NA,1.2857142857142858,NA,18.714285714285715,NA,0.8571428571428571,NA,6.428571428571429,NA,0.42857142857142855,NA,0
2022-11-09,0.474,0.649,23,0,18,0,5,0,FALSE,NA,16.571428571428573,NA,0.42857142857142855,NA,11.571428571428571,NA,0,NA,5,NA,0.42857142857142855,NA,0
2022-11-08,0.714,0.77,38,0,29,0,9,0,FALSE,NA,17.285714285714285,NA,0.42857142857142855,NA,11.571428571428571,NA,0,NA,5.714285714285714,NA,0.42857142857142855,NA,0
2022-11-07,0.837,0.81,25,3,7,0,18,3,FALSE,NA,20.714285714285715,NA,0.42857142857142855,NA,14.714285714285714,NA,0,NA,6,NA,0.42857142857142855,NA,0
2022-11-06,0.94,0.917,2,0,1,0,1,0,FALSE,NA,20.857142857142858,NA,0.5714285714285714,NA,14.714285714285714,NA,0.14285714285714285,NA,6.142857142857143,NA,0.42857142857142855,NA,0
2022-11-05,0.825,0.736,14,0,7,0,7,0,FALSE,NA,24.571428571428573,NA,1,NA,17.571428571428573,NA,0.14285714285714285,NA,7,NA,0.8571428571428571,NA,0
2022-11-04,0.764,0.783,26,0,24,0,2,0,FALSE,50,26.285714285714285,2,1.2857142857142858,40,19.142857142857142,0,0.14285714285714285,10,7.142857142857143,2,1.1428571428571428,0,0
2022-11-03,0.684,0.756,18,1,17,1,1,0,FALSE,58,32.142857142857146,2,1.1428571428571428,48.5,26.285714285714285,1,0.42857142857142855,9.5,5.857142857142857,1,0.7142857142857143,0,0
2022-11-02,0.616,0.512,49,3,38,0,11,3,FALSE,58,32.57142857142857,2,1.1428571428571428,48.5,26.714285714285715,1,0.42857142857142855,9.5,5.857142857142857,1,0.7142857142857143,0,0
2022-11-01,0.151,0.091,50,2,40,0,10,2,FALSE,58,34.142857142857146,2,1.1428571428571428,48.5,29.142857142857142,1,0.42857142857142855,9.5,5,1,0.7142857142857143,0,0
2022-10-31,0.436,0.429,66,2,57,2,9,0,FALSE,58,31.857142857142858,2,1.1428571428571428,48.5,27,1,0.42857142857142855,9.5,4.857142857142857,1,0.7142857142857143,0,0
2022-10-30,0.946,0.976,5,0,4,0,1,0,FALSE,58,31.428571428571427,2,1,48.5,26.714285714285715,1,0.2857142857142857,9.5,4.714285714285714,1,0.7142857142857143,0,0
2022-10-29,0.669,0.619,25,0,24,0,1,0,FALSE,58,27.285714285714285,2,0.5714285714285714,48.5,24.142857142857142,1,0.2857142857142857,9.5,3.142857142857143,1,0.2857142857142857,0,0
2022-10-28,0.865,0.902,10,0,9,0,1,0,FALSE,66,23.142857142857142,2,0.2857142857142857,57,21.428571428571427,2,0.2857142857142857,9,1.7142857142857142,0,0,0,0
2022-10-27,0.737,0.87,15,0,15,0,0,0,FALSE,NA,18.285714285714285,NA,0,NA,17.428571428571427,NA,0,NA,0.8571428571428571,NA,0,NA,0
2022-10-26,0.954,0.97,20,0,20,0,0,0,FALSE,12,19.285714285714285,0,0,12,18.571428571428573,0,0,0,0.7142857142857143,0,0,0,0
2022-10-25,0.947,0.935,21,0,21,0,0,0,FALSE,14,18,0,0,12,16.857142857142858,0,0,2,1.1428571428571428,0,0,0,0
2022-10-24,0.772,0.739,32,0,29,0,3,0,FALSE,28,24.571428571428573,1,0.42857142857142855,26.333333333333332,23.428571428571427,1,0.42857142857142855,1.6666666666666667,1.1428571428571428,0,0,0,0
